,,,,,,annual_inc,annual_inc,dti,dti,installment,installment,int_rate,int_rate,loan_amnt,loan_amnt,revol_bal,revol_bal,revol_util,revol_util,total_pymnt,total_pymnt
loan_status,,,,,,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid
term,grade,purpose,emp_length,home_ownership,verification_status,,,,,,,,,,,,,,,,
 60 months,E,debt_consolidation,new,MORTGAGE,Not Verified,47000,46800,16.105,13.56,312.35,177.72,18.295,16.82,12000,7000,15189.5,6434,87.3,70.9,3230.185,9106.962426
 60 months,E,debt_consolidation,new,MORTGAGE,Source Verified,45000,64083,9.57,13.94,258.46,365.36,17.99,17.56,12000,15000,6913,11952,83.5,73.3,1707.91,20152.1822
 60 months,E,debt_consolidation,new,MORTGAGE,Verified,80000,81000,17.82,17.84,622.13,523.45,18.64,17.88,25000,21850,22944,19304,76.9,66.9,12564.87,29277.25607
 60 months,E,debt_consolidation,new,OWN,Not Verified,,45000,,21.635,,323.19,,16.82,,13062.5,,13376.5,,75.2,,19390.88092
 60 months,E,debt_consolidation,new,OWN,Source Verified,62102,62000,6.205,14.67,290.845,322.64,18.3,18.39,11450,12600,13349.5,8878,53.95,63,11190.325,14779.79145
 60 months,E,debt_consolidation,new,OWN,Verified,63500,75000,11.24,10.11,433.72,315.87,18.56,18.64,22500,12000,11709.5,6694,76.55,76.9,2555.93,18218.51998
 60 months,E,debt_consolidation,new,RENT,Not Verified,42504,38500,16.84,18.13,238.9,237.29,17.06,16.82,9600,10000,7649,7773,83.3,68.8,6394.24,13908.29001
 60 months,E,debt_consolidation,new,RENT,Source Verified,54998,48000,13.97,15.64,282.81,258.47,18.39,17.56,11000,12000,8804,8996,77.95,84,5675.865,13769.35846
 60 months,E,debt_consolidation,new,RENT,Verified,53499.98,65000,15.965,15.84,451.975,410.795,17.99,17.72,18250,17212.5,16273.5,12623,76.05,70.65,9307.785,23023.6146
 60 months,E,debt_consolidation,old,MORTGAGE,Not Verified,52000,65000,15.72,15.57,388.79,324.07,17.93,17.99,15350,14400,17707,12340,80.2,63.5,4663.52,18320.13454
 60 months,E,debt_consolidation,old,MORTGAGE,Source Verified,92000,78636,13.41,13.02,468.38,385.78,18.79,17.88,19000,15600,12015,15042,79.8,67.6,9366.84,21117.55971
 60 months,E,debt_consolidation,old,MORTGAGE,Verified,75000,88020,17.88,17.265,556.715,617.16,18.39,18.39,22500,25000,20614,20784,67.6,66.95,14529.56,31481.0751
 60 months,E,debt_consolidation,old,OWN,Not Verified,,79800,,19.1,,199.64,,17.19,,8000,,12502,,60.1,,11978.29
 60 months,E,debt_consolidation,old,OWN,Source Verified,48000,67000,12.03,19.2,478.395,377.33,19.555,18.39,18250,15000,19971.5,16455,75.25,84.1,7633.73,18256.04
 60 months,E,debt_consolidation,old,OWN,Verified,55000,63798,22.56,14.47,396.1,568.93,17.56,18.91,17475,21625,17056,14743,77.2,58.75,6038.96,29433.04388
 60 months,E,debt_consolidation,old,RENT,Not Verified,50740,54996,17.98,15.14,369.02,296.75,17.395,17.14,14550,11625,12467,10453,65.85,66.9,7251.54,15841.91939
 60 months,E,debt_consolidation,old,RENT,Source Verified,44950,76500,15.945,16.055,337.42,364.395,17.14,18.19,13250,14500,7546,9216.5,77.95,64.55,2747.86,18932.57164
 60 months,E,debt_consolidation,old,RENT,Verified,57000,67000,19.17,18.23,485.23,522.77,18.64,17.99,20500,24000,16385,18081,70.1,69.9,14937.475,26603.49876
 60 months,E,educational,mid,RENT,Source Verified,,25000,,6,,98.24,,16.45,,4000,,3524,,80.1,,5893.6
 60 months,E,educational,new,RENT,Not Verified,42000,,3.17,,37.74,,17.56,,1500,,4949,,56.6,,2029.59,
 60 months,E,home_improvement,mid,MORTGAGE,Not Verified,77500,58002,15.135,7.005,369.05,216.52,18.055,17.56,14500,8625,20301.5,8350,82.85,54.3,7368.595,13005.77824
 60 months,E,home_improvement,mid,MORTGAGE,Source Verified,74000,60250,11.95,7.445,343.635,503.45,18.31,16.36,13500,20500,11030,8852,79.45,35.4,11097.92,26384.26809
 60 months,E,home_improvement,mid,MORTGAGE,Verified,87000,110000,8.96,12,405.345,617.83,18.39,17.93,16500,24000,12064.5,13736,74.25,71.7,8232.36,30153.2101
 60 months,E,home_improvement,mid,OWN,Source Verified,,99500,,7.765,,225.67,,17.35,,9000,,5202.5,,55.8,,13540.78908
 60 months,E,home_improvement,mid,OWN,Verified,,65000,,13.38,,879.47,,17.51,,35000,,15124,,65.8,,52022.3899
 60 months,E,home_improvement,mid,RENT,Source Verified,,50000,,4.39,,485.83,,15.95,,20000,,763,,8,,21798.05556
 60 months,E,home_improvement,mid,RENT,Verified,,136500,,24.23,,528.88,,19.91,,20000,,47260,,87.1,,31433.31
 60 months,E,home_improvement,new,MORTGAGE,Not Verified,,99350,,11.215,,335.74,,16.97,,16000,,17431,,70.75,,15900.33574
 60 months,E,home_improvement,new,MORTGAGE,Source Verified,76598,132540,9.18,9,390.98,386.15,17.99,17.56,15400,15000,7450.5,20311,85.85,67.9,6658.245,21070.19568
 60 months,E,home_improvement,new,MORTGAGE,Verified,135000,90000,17.01,13.59,437.74,542.33,18.39,17.88,16950,25000,12789,10279,51.8,47,9191.62,27436.59004
 60 months,E,home_improvement,new,OWN,Verified,30000,35500,2.48,24.07,101.32,177.75,17.88,16.69,4000,7200,830,0,19.8,17.71,1310.32,10660.73999
 60 months,E,home_improvement,new,RENT,Not Verified,,36000,,17.33,,148.38,,16.77,,6000,,9567,,82.5,,8723.540004
 60 months,E,home_improvement,new,RENT,Source Verified,,30000,,12.44,,103.15,,16.45,,4200,,1415,,34.5,,5621.081898
 60 months,E,home_improvement,new,RENT,Verified,,60000,,13.86,,256.07,,18.39,,10000,,7704,,25.9,,11595.59528
 60 months,E,home_improvement,old,MORTGAGE,Not Verified,61998,54996,16.835,14.54,245.77,303.94,17.405,17.51,9800,12000,19406,3936,90,49.4,8706.575,17604.18586
 60 months,E,home_improvement,old,MORTGAGE,Source Verified,177500,54000,7.88,12.88,408,304.66,18.15,17.88,21750,12000,9531.5,5023,43.6,56.2,9075.17,17833.52997
 60 months,E,home_improvement,old,MORTGAGE,Verified,157124,100000,3.19,12.57,610.12,558.54,18.79,18.39,35000,25000,12501,13264,66.9,60.5,18136.63,29679.37
 60 months,E,home_improvement,old,OWN,Not Verified,,32400,,21.48,,239.18,,16.4,,9750,,8618,,74.9,,14363.77794
 60 months,E,home_improvement,old,OWN,Source Verified,60000,62500,15.16,2.465,259.26,304.875,17.14,18.93,10400,12000,7033,2717.5,49.2,31.25,11968.28,14486.69834
 60 months,E,home_improvement,old,OWN,Verified,50000,235498,12.98,10.58,494.85,575.815,19.69,18.905,18800,22000,10890,33758.5,83.1,77.1,16403.62,32112.70929
 60 months,E,home_improvement,old,RENT,Not Verified,,100000,,9.18,,142.18,,17.99,,5600,,12912,,71.3,,6246.438312
 60 months,E,home_improvement,old,RENT,Source Verified,,78000,,14.65,,184.26,,19.69,,7000,,0,,0,,10082.01482
 60 months,E,home_improvement,old,RENT,Verified,,102000,,15.04,,431.97,,19.29,,19200,,2434,,30.8,,23708.06952
 60 months,E,house,mid,MORTGAGE,Verified,,57500,,6.32,,432.765,,17.14,,17500,,9959,,57.1,,25666.90207
 60 months,E,house,mid,RENT,Not Verified,,48100,,14.66,,358.395,,17.155,,14400,,4488,,28.55,,20652.34086
 60 months,E,house,mid,RENT,Verified,69000,130000,4.21,4.1,190.4,302.8,19.91,18.79,7200,15000,772,4709,85.8,23.1,3943.02,12270.30311
 60 months,E,house,new,MORTGAGE,Not Verified,,48000,,5.75,,206.29,,16.45,,8400,,5137,,31.9,,12376.98941
 60 months,E,house,new,MORTGAGE,Verified,191000,252000,17.72,11.31,933.14,723.11,20.3,18.79,35000,28000,14925,19701,75.2,54.4,25126.3,40851.38993
 60 months,E,house,new,OWN,Verified,,37392,,17.84,,420.4,,16.77,,17000,,4010,,89.1,,18161.9814
 60 months,E,house,new,RENT,Source Verified,,124000,,7.7,,568.8,,18.79,,35000,,23897,,65.5,,33147.65002
 60 months,E,house,new,RENT,Verified,38400,,22.22,,198.1,,17.56,,11500,,7802,,81.3,,5560.91,
 60 months,E,house,old,MORTGAGE,Not Verified,135000,,10.31,,308.92,,18.64,,12000,,3796,,7.5,,9258.08,
 60 months,E,house,old,MORTGAGE,Verified,63000,56400,7.94,0.77,249.28,461.98,17.14,19.29,10000,28500,5219,1258,11.2,6.6,6729.5,23843.60168
 60 months,E,house,old,OWN,Not Verified,54000,45000,7.67,9.07,314.07,299.14,19.42,17.14,12000,12000,7773,6160,49.8,55.5,4366.1,17947.9285
 60 months,E,house,old,RENT,Not Verified,,48100,,14.84,,118.83,,16.82,,4800,,8828,,70.6,,7129.640568
 60 months,E,house,old,RENT,Source Verified,46500,,16.04,,317.015,,18.735,,12500,,21357,,57.6,,1878.23,
 60 months,E,house,old,RENT,Verified,275000,,6.8,,686.88,,16.4,,28000,,28056,,63.5,,32238.13,
 60 months,E,major_purchase,mid,MORTGAGE,Not Verified,64800,,10.42,,111.29,,16.77,,4500,,27736,,60.3,,311.3,
 60 months,E,major_purchase,mid,MORTGAGE,Source Verified,,91509,,8.27,,332.05,,16.82,,13200,,8179,,53.4,,18170.1634
 60 months,E,major_purchase,mid,MORTGAGE,Verified,60000,48000,3.54,7.81,126.94,481.76,17.99,17.56,5000,19000,12,393,0.9,30.2,3139.75,28766.38846
 60 months,E,major_purchase,mid,OWN,Source Verified,,25000,,2.21,,103.87,,16.77,,4200,,2380,,72.1,,4960.941417
 60 months,E,major_purchase,mid,RENT,Not Verified,,73372.5,,13.765,,253.295,,17.87,,10000,,8838.5,,54.6,,15201.82909
 60 months,E,major_purchase,mid,RENT,Source Verified,27600,47000,22.65,16.09,110.52,149.57,16.45,17.14,4500,6000,3023,10365,67.2,92.3,2823.17,8966.440006
 60 months,E,major_purchase,mid,RENT,Verified,50500,92000,12.715,5.43,261.06,417.03,16.98,17.88,10500,20000,14234.5,5995,48.35,40.8,6628.545,22235.12185
 60 months,E,major_purchase,new,MORTGAGE,Not Verified,46000,,19.15,,85.34,,16.45,,3475,,5438,,32.4,,4002.38,
 60 months,E,major_purchase,new,MORTGAGE,Source Verified,60000,,15.98,,297.08,,16.82,,12000,,5163,,49.2,,5189.91,
 60 months,E,major_purchase,new,MORTGAGE,Verified,,131000,,12.32,,384.1,,17.88,,15000,,7956,,48.8,,17773.87997
 60 months,E,major_purchase,new,RENT,Not Verified,24996,38000,17.81,5.6,107.55,181.12,18.39,16.82,4200,7200,437,5717,61.7,67.5,5193.8,7482.15625
 60 months,E,major_purchase,new,RENT,Source Verified,48000,102500,15.05,7.9,49.77,493.435,17.06,19.04,2000,19000,5996,6724,99.9,46.35,2695.3,23852.43016
 60 months,E,major_purchase,new,RENT,Verified,75000,63000,18.24,3.46,524.06,344.53,17.19,17.99,21000,13200,39183,4041,95,61.2,19908.3,13622.35
 60 months,E,major_purchase,old,MORTGAGE,Not Verified,,59180,,17.125,,390.61,,16.57,,15875,,18987,,92.55,,22416.8414
 60 months,E,major_purchase,old,MORTGAGE,Source Verified,63600,172498,7.44,6.04,307.28,353.145,18.39,16.755,12000,18750,15214,31921.5,60.1,62.45,7987.72,16867.06198
 60 months,E,major_purchase,old,MORTGAGE,Verified,,120000,,21.63,,628.2,,17.51,,25000,,28458,,72.2,,30929.81201
 60 months,E,major_purchase,old,OWN,Not Verified,,75000,,5.33,,247.3,,16.77,,10000,,9577,,39.95,,14798.57523
 60 months,E,major_purchase,old,OWN,Source Verified,54000,90000,17.78,15.65,526.44,173.3,19.69,16.82,20000,7000,3836,23510,80.9,91.1,6290.94,10391.17001
 60 months,E,major_purchase,old,OWN,Verified,,41676,,1.3,,287.3,,17.14,,15000,,3053,,21.3,,17237.45717
 60 months,E,major_purchase,old,RENT,Source Verified,,51600,,9.65,,123.65,,16.77,,5000,,883,,34,,7176.130915
 60 months,E,major_purchase,old,RENT,Verified,,45000,,5.41,,449.36,,18.79,,17400,,10171,,66.9,,17673.14
 60 months,E,medical,mid,MORTGAGE,Not Verified,,49000,,13.055,,231.56,,18.085,,9000,,8630,,55.75,,10077.10729
 60 months,E,medical,mid,MORTGAGE,Source Verified,,34400,,0.52,,157.22,,17.56,,6250,,77,,2.7,,9432.89
 60 months,E,medical,mid,MORTGAGE,Verified,,64360,,14.88,,540.585,,17.535,,21500,,15197,,52.7,,25752.16002
 60 months,E,medical,mid,OWN,Source Verified,,85000,,7.88,,398.85,,17.43,,25000,,14985,,64.9,,17248.387
 60 months,E,medical,mid,RENT,Not Verified,,50000,,16.54,,73.6,,16.4,,3000,,0,,0,,4415.383531
 60 months,E,medical,mid,RENT,Source Verified,75600,56100,15.48,14.62,370.94,429.195,16.77,16.98,15000,17250,8212,8661,52,66.75,7348.33,22656.74094
 60 months,E,medical,new,MORTGAGE,Not Verified,54000,80000,17.11,2.96,168.16,268.87,16.77,18.39,6800,10500,15715,2805,90.3,38.4,1004.4,11133.98436
 60 months,E,medical,new,MORTGAGE,Source Verified,35000,115000,22.01,24.2,361.93,123.78,19.69,16.82,13750,5000,4690,19484,46.4,62.7,21748.69,7299.836076
 60 months,E,medical,new,OWN,Not Verified,,85000,,7.88,,228.27,,17.43,,9100,,14985,,64.9,,9746.731464
 60 months,E,medical,new,RENT,Not Verified,,50000,,0.48,,121.46,,15.95,,5000,,132,,8.8,,7287.372036
 60 months,E,medical,new,RENT,Source Verified,18000,73000,5.87,15.34,98.58,189.48,17.19,15.95,3950,7800,2612,10154,67,87.7,984.5,11670.28656
 60 months,E,medical,old,MORTGAGE,Not Verified,,92500,,13.6,,271.36,,18.415,,10550,,7219.5,,78.8,,14882.40134
 60 months,E,medical,old,MORTGAGE,Source Verified,,55600,,16.92,,383.61,,17.56,,15250,,2920,,2.9,,23016.50005
 60 months,E,medical,old,MORTGAGE,Verified,45000,160000,14.29,21.53,471.1,380.8,19.42,19.91,18000,14400,6859,91300,85.7,74.5,6122.76,15111.84974
 60 months,E,medical,old,OWN,Not Verified,,51600,,17.72,,123.78,,16.82,,5000,,5506,,64.8,,7426.750323
 60 months,E,medical,old,OWN,Verified,,54660,,17.08,,299.46,,17.19,,12000,,2395,,45.2,,18002.06996
 60 months,E,medical,old,RENT,Source Verified,,72000,,0.98,,375.75,,17.99,,14800,,3103,,88.7,,20432.33116
 60 months,E,medical,old,RENT,Verified,34000,57000,12.19,10.38,198.05,174.69,16.82,17.19,8000,7000,6342,13223,68.9,91.2,7327.08,10413.72452
 60 months,E,moving,mid,OWN,Source Verified,,150000,,4.88,,375.85,,19.29,,14400,,3859,,52.8,,19219.43756
 60 months,E,moving,new,MORTGAGE,Not Verified,,105000,,19.28,,98.24,,16.45,,4000,,38836,,91.6,,5561.639388
 60 months,E,moving,new,RENT,Source Verified,90000,28854,11.95,20.73,250.85,58.88,17.43,17.19,10000,2400,12952,3438,98.1,59.4,4232.16,3532.306827
 60 months,E,moving,new,RENT,Verified,,62040,,12.48,,78.97,,17.88,,3000,,12177,,73.8,,4666.209997
 60 months,E,moving,old,MORTGAGE,Not Verified,,60000,,20.94,,296.24,,16.69,,12000,,224,,17.2,,17773.87471
 60 months,E,moving,old,MORTGAGE,Verified,86628.5,,15.14,,627.645,,18.375,,24500,,21954.5,,50.05,,5740.21,
 60 months,E,moving,old,RENT,Not Verified,,33600,,20.89,,122.79,,16.45,,5000,,9391,,55.2,,7367.31
 60 months,E,moving,old,RENT,Source Verified,60000,,23.12,,259.58,,19.03,,10000,,6300,,31.3,,2852.63,
 60 months,E,moving,old,RENT,Verified,,39996,,3.33,,253.56,,17.93,,10000,,1464,,22.9,,14498.37393
 60 months,E,other,mid,MORTGAGE,Not Verified,,54996,,16.06,,148.38,,16.77,,6000,,3159,,54.7,,8828.430005
 60 months,E,other,mid,MORTGAGE,Source Verified,30000,98000,12.16,12.71,79.86,328.065,17.19,17.37,3200,13000,1974,12017,98.7,54.05,238.5,18650.39211
 60 months,E,other,mid,MORTGAGE,Verified,,55900,,10.41,,413.545,,17.72,,20000,,7921.5,,77.7,,20414.67659
 60 months,E,other,mid,OWN,Not Verified,,36000,,12.85,,160.975,,18.64,,6200,,14856,,63.05,,8276.409025
 60 months,E,other,mid,OWN,Source Verified,21456,,4.14,,94.22,,19.42,,3600,,1980,,79.2,,299.15,
 60 months,E,other,mid,OWN,Verified,21600,75500,6,17.93,60.86,354.36,17.93,17.19,2400,17500,4051,17561,96.5,87.1,2317.6,16839.31316
 60 months,E,other,mid,RENT,Not Verified,27000,20000,12.49,8.76,126.78,111.41,17.93,16.82,5000,4500,9252,1010,80.5,25.2,1591.39,6683.820006
 60 months,E,other,mid,RENT,Source Verified,70596,42600,7.84,6.52,337.45,122.66,19.03,17.14,13000,5000,11154,1497,58.7,56.6,12810.4,6800.221442
 60 months,E,other,mid,RENT,Verified,44000,30600,13.04,14.68,251.55,383.61,17.56,17.43,10000,15250,396,6309,5.6,76,5047.99,16341.96614
 60 months,E,other,new,MORTGAGE,Not Verified,99000,36766,4.07,20.485,253.56,146.54,17.93,17.99,10000,5825,4621,10528.5,35,69,6722.37,8792.02753
 60 months,E,other,new,MORTGAGE,Source Verified,50000,82296,7.61,16.37,204.85,308.92,18.39,18.39,8000,12000,12501,9913,49.6,96.2,761.97,15039.45222
 60 months,E,other,new,MORTGAGE,Verified,108000,65000,19.54,13.87,408.88,258.26,18.39,18.39,20000,10000,18109,5260,62.4,57.2,5780.42,15234.87578
 60 months,E,other,new,OWN,Not Verified,,38004,,9.5,,131.61,,19.69,,5000,,0,,81.31,,7896.96
 60 months,E,other,new,OWN,Verified,,47000,,14.6,,617.83,,18.64,,24000,,20459,,53.7,,36534.54007
 60 months,E,other,new,RENT,Not Verified,41326.78,42452,17,6.6,60.155,125.28,16.425,17.56,2450,5000,9215.5,3005.5,84.15,56.8,1012.11,6223.769405
 60 months,E,other,new,RENT,Source Verified,35500,33000,8.28,8.29,129.82,102.43,18.79,17.43,5000,4000,1689,3115,56.25,40.5,3267.08,5954.49
 60 months,E,other,new,RENT,Verified,33000,36000,18.48,4.39,258.35,148.54,17.88,17.93,10200,6000,5217,437,59.3,31,4856.86,8911.970011
 60 months,E,other,old,MORTGAGE,Not Verified,116004,54653.6,19.2,8.785,88.86,212.74,17.99,17.725,3500,8600,31157,8414.5,94.6,76.3,4615.64,12466.14885
 60 months,E,other,old,MORTGAGE,Source Verified,84200,82284,12.14,13.2,588.03,264.97,18.125,17.93,22500,12000,10929,16384,93.65,24.9,11018.23,14246.78271
 60 months,E,other,old,MORTGAGE,Verified,74326.08,80500,16.33,16.855,573.18,596.66,19.29,17.99,30000,23800,11694,18607,52,55.45,8146.75,28930.61628
 60 months,E,other,old,OWN,Source Verified,,78996,,0.61,,263.22,,19.69,,10000,,1903,,26.1,,11998.25473
 60 months,E,other,old,OWN,Verified,117300,70750,20.98,16.355,208.81,654.57,19.29,18.335,8000,25500,37989,5350.5,77.1,60.3,3102.78,37800.66499
 60 months,E,other,old,RENT,Not Verified,54200,45000,22.55,19.65,249.005,100.52,16.98,16.45,11600,4000,10491,9063,87.95,63.5,4451.525,6030.297409
 60 months,E,other,old,RENT,Source Verified,75000,56634,8.58,2.24,170.74,187.855,17.99,18.61,6725,7300,7347,4058,55.3,62.95,3437.62,9849.910388
 60 months,E,other,old,RENT,Verified,25000,61173,10.56,3.63,143.95,522.37,19.42,18.39,5500,20400,4816,3501,56.7,15.8,4407.99,29847.77151
 60 months,E,renewable_energy,mid,MORTGAGE,Source Verified,,576000,,1.18,,123.78,,16.82,,5000,,11915,,77.9,,7155.881815
 60 months,E,renewable_energy,new,RENT,Source Verified,,32640,,3.09,,89.63,,18.39,,3500,,3431,,49,,4242.889168
 60 months,E,renewable_energy,new,RENT,Verified,,68724,,14.93,,153.48,,17.19,,6150,,2129,,30,,9208.079433
 60 months,E,renewable_energy,old,MORTGAGE,Source Verified,,119000,,8.55,,367.97,,16.4,,15000,,15897,,66.8,,21958.45003
 60 months,E,small_business,mid,MORTGAGE,Source Verified,60000,,5.6,,247.3,,16.77,,10000,,1154,,5.9,,9079.22,
 60 months,E,small_business,mid,MORTGAGE,Verified,60000,120000,23.94,16.6,202.54,457.76,17.14,17.14,8125,24000,19674,21069,80.3,52.4,5669.96,21570.77922
 60 months,E,small_business,mid,OWN,Not Verified,,83600,,3.98,,374.33,,17.19,,15000,,12787,,28.4,,15845.67779
 60 months,E,small_business,mid,RENT,Source Verified,60000,60000,9.695,7.135,511.215,319.855,17.82,18.515,20000,12500,9567,2514.5,65.6,30.4,10852.13,15691.82116
 60 months,E,small_business,mid,RENT,Verified,91000,52000,15.845,7.92,505.55,274.2,19.105,17.88,20000,10800,31508.5,2500,85.1,79.5,9185.945,16424.40998
 60 months,E,small_business,new,MORTGAGE,Not Verified,,207500,,6.4,,237.09,,16.875,,9437.5,,21169,,55.85,,12683.45245
 60 months,E,small_business,new,MORTGAGE,Source Verified,64000,48000,15.45,12.21,311.49,352.03,19.03,18.64,12000,18675,9576,9134,90.3,47.25,13082.58,19780.71535
 60 months,E,small_business,new,MORTGAGE,Verified,62000,85000,11.26,7.4,360.41,408.04,18.64,17.93,14000,21750,4504,7105,51.2,53.4,5367.16,22059.31619
 60 months,E,small_business,new,OWN,Source Verified,,95000,,15.03,,512.13,,18.39,,20000,,13471,,42.6,,28153.95465
 60 months,E,small_business,new,RENT,Not Verified,,45000,,14.37,,308.92,,18.64,,12000,,10374,,94.3,,17879.43999
 60 months,E,small_business,new,RENT,Source Verified,28000,73500,7.35,10.395,241.23,251.065,16.82,17.47,9600,10000,3900,1803.5,43.4,30.355,3269.39,14675.46497
 60 months,E,small_business,new,RENT,Verified,75000,65000,12.3,21.55,625.165,403.61,17.285,17.59,25000,16000,16212,14615,52.15,49.75,23860.67,22521.63901
 60 months,E,small_business,old,MORTGAGE,Not Verified,,66500,,18.195,,159.3,,16.98,,6400,,20708.5,,69.15,,8943.484336
 60 months,E,small_business,old,MORTGAGE,Source Verified,,98000,,9.905,,608.93,,17.51,,30000,,14697.5,,47.45,,31790.35522
 60 months,E,small_business,old,MORTGAGE,Verified,77500,86945,13.205,10.72,470.16,445.13,18.515,17.43,27500,24000,22393,5352,71.05,47.4,7875.265,26707.18003
 60 months,E,small_business,old,OWN,Not Verified,,21403.44,,24.39,,85.69,,17.99,,3375,,2274,,66.9,,4659.369339
 60 months,E,small_business,old,OWN,Verified,,82000,,18.22,,425.795,,18.4,,16462.5,,10346.5,,40.4,,23477.57807
 60 months,E,small_business,old,RENT,Not Verified,,48000,,6.63,,473.8,,19.69,,18000,,11575,,40.9,,21568.64862
 60 months,E,small_business,old,RENT,Source Verified,65000,64000,5.81,9.79,517.23,352.54,18.64,17.47,19400,15750,6054,5131,73.5,59.3,6453.66,19527.10723
 60 months,E,small_business,old,RENT,Verified,58500,57500,12.965,12.78,505.015,445.07,18.59,17.35,20125,22500,16281.5,13632.5,74.6,47.7,6930.34,25894.17997
 60 months,E,vacation,mid,RENT,Not Verified,,54000,,10.04,,159.72,,17.19,,6400,,2824,,68.9,,9582.358347
 60 months,E,vacation,mid,RENT,Source Verified,45000,,13.97,,75.39,,17.51,,3000,,1264,,97.2,,677.16,
 60 months,E,vacation,mid,RENT,Verified,74000,,0.45,,134.69,,16.32,,5500,,745,,74.5,,6051.06,
 60 months,E,vacation,new,MORTGAGE,Not Verified,,54000,,13.71,,99.03,,16.82,,4000,,20804,,93.3,,5869.028195
 60 months,E,vacation,new,MORTGAGE,Source Verified,72000,,20.9,,377.12,,16.77,,15250,,32963,,77.4,,20442.36,
 60 months,E,vacation,new,RENT,Not Verified,,87000,,10.54,,29.47,,16.45,,1200,,3565,,99,,1311.317859
 60 months,E,vacation,new,RENT,Source Verified,20400,68400,13,10.19,197.49,49.52,16.69,16.82,8000,2000,5609,2710,83.7,19.8,1520.12,2655.972667
 60 months,E,vacation,old,MORTGAGE,Not Verified,72000,,23.62,,304.27,,17.93,,12000,,9582,,43.4,,7222.25,
 60 months,E,vacation,old,OWN,Not Verified,53000,,14.88,,150.93,,17.56,,6000,,28349,,89.5,,3530.56,
 60 months,E,vacation,old,RENT,Verified,40000,,21.06,,403.54,,16.4,,16450,,5091,,59.9,,9947.27,
 60 months,E,wedding,mid,MORTGAGE,Not Verified,,75000,,11.395,,273.58,,18.84,,10500,,10081,,60.15,,16029.30502
 60 months,E,wedding,mid,MORTGAGE,Source Verified,,60000,,2.64,,259.21,,16.69,,10500,,3541,,98.4,,13916.44413
